id,city_id,name,created_at,updated_at
117,1,"{""en"": ""Окружная"", ""ru"": ""Окружная""}","2018-07-03 16:30:08","2018-07-03 16:30:08"
118,1,"{""en"": ""Октябрьская"", ""ru"": ""Октябрьская""}","2018-07-03 16:30:08","2018-07-03 16:30:08"
119,1,"{""en"": ""Октябрьское поле"", ""ru"": ""Октябрьское поле""}","2018-07-03 16:30:08","2018-07-03 16:30:08"
120,1,"{""en"": ""Орехово"", ""ru"": ""Орехово""}","2018-07-03 16:30:08","2018-07-03 16:30:08"
121,1,"{""en"": ""Отрадное"", ""ru"": ""Отрадное""}","2018-07-03 16:30:08","2018-07-03 16:30:08"
122,1,"{""en"": ""Охотный ряд"", ""ru"": ""Охотный ряд""}","2018-07-03 16:30:08","2018-07-03 16:30:08"
123,1,"{""en"": ""Павелецкая"", ""ru"": ""Павелецкая""}","2018-07-03 16:30:08","2018-07-03 16:30:08"
124,1,"{""en"": ""Панфиловская"", ""ru"": ""Панфиловская""}","2018-07-03 16:30:08","2018-07-03 16:30:08"
125,1,"{""en"": ""Парк Культуры"", ""ru"": ""Парк Культуры""}","2018-07-03 16:30:08","2018-07-03 16:30:08"
126,1,"{""en"": ""Парк Победы"", ""ru"": ""Парк Победы""}","2018-07-03 16:30:08","2018-07-03 16:30:08"
127,1,"{""en"": ""Партизанская"", ""ru"": ""Партизанская""}","2018-07-03 16:30:08","2018-07-03 16:30:08"
128,1,"{""en"": ""Первомайская"", ""ru"": ""Первомайская""}","2018-07-03 16:30:08","2018-07-03 16:30:08"
129,1,"{""en"": ""Перово"", ""ru"": ""Перово""}","2018-07-03 16:30:08","2018-07-03 16:30:08"
130,1,"{""en"": ""Петровский парк"", ""ru"": ""Петровский парк""}","2018-07-03 16:30:08","2018-07-03 16:30:08"
131,1,"{""en"": ""Петровско-Разумовская"", ""ru"": ""Петровско-Разумовская""}","2018-07-03 16:30:08","2018-07-03 16:30:08"
132,1,"{""en"": ""Печатники"", ""ru"": ""Печатники""}","2018-07-03 16:30:08","2018-07-03 16:30:08"
133,1,"{""en"": ""Пионерская"", ""ru"": ""Пионерская""}","2018-07-03 16:30:08","2018-07-03 16:30:08"
134,1,"{""en"": ""Планерная"", ""ru"": ""Планерная""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
135,1,"{""en"": ""Площадь Гагарина"", ""ru"": ""Площадь Гагарина""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
136,1,"{""en"": ""Площадь Ильича"", ""ru"": ""Площадь Ильича""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
137,1,"{""en"": ""Площадь Революции"", ""ru"": ""Площадь Революции""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
138,1,"{""en"": ""Полежаевская"", ""ru"": ""Полежаевская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
139,1,"{""en"": ""Полянка"", ""ru"": ""Полянка""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
140,1,"{""en"": ""Пражская"", ""ru"": ""Пражская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
141,1,"{""en"": ""Преображенская площадь"", ""ru"": ""Преображенская площадь""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
142,1,"{""en"": ""Пролетарская"", ""ru"": ""Пролетарская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
143,1,"{""en"": ""Проспект Вернадского"", ""ru"": ""Проспект Вернадского""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
144,1,"{""en"": ""Проспект Мира"", ""ru"": ""Проспект Мира""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
145,1,"{""en"": ""Профсоюзная"", ""ru"": ""Профсоюзная""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
146,1,"{""en"": ""Пушкинская"", ""ru"": ""Пушкинская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
147,1,"{""en"": ""Пятницкое Шоссе"", ""ru"": ""Пятницкое Шоссе""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
148,1,"{""en"": ""Раменки"", ""ru"": ""Раменки""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
149,1,"{""en"": ""Речной вокзал"", ""ru"": ""Речной вокзал""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
150,1,"{""en"": ""Рижская"", ""ru"": ""Рижская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
151,1,"{""en"": ""Римская"", ""ru"": ""Римская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
152,1,"{""en"": ""Ростокино"", ""ru"": ""Ростокино""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
153,1,"{""en"": ""Румянцево"", ""ru"": ""Румянцево""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
154,1,"{""en"": ""Рязанский проспект"", ""ru"": ""Рязанский проспект""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
155,1,"{""en"": ""Савеловская"", ""ru"": ""Савеловская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
156,1,"{""en"": ""Саларьево"", ""ru"": ""Саларьево""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
157,1,"{""en"": ""Свиблово"", ""ru"": ""Свиблово""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
158,1,"{""en"": ""Севастопольская"", ""ru"": ""Севастопольская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
159,1,"{""en"": ""Селигерская"", ""ru"": ""Селигерская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
160,1,"{""en"": ""Семеновская"", ""ru"": ""Семеновская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
161,1,"{""en"": ""Серпуховская"", ""ru"": ""Серпуховская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
162,1,"{""en"": ""Славянский бульвар"", ""ru"": ""Славянский бульвар""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
163,1,"{""en"": ""Смоленская"", ""ru"": ""Смоленская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
164,1,"{""en"": ""Сокол"", ""ru"": ""Сокол""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
165,1,"{""en"": ""Соколиная Гора"", ""ru"": ""Соколиная Гора""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
166,1,"{""en"": ""Сокольники"", ""ru"": ""Сокольники""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
167,1,"{""en"": ""Спартак"", ""ru"": ""Спартак""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
168,1,"{""en"": ""Спортивная"", ""ru"": ""Спортивная""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
169,1,"{""en"": ""Сретенский бульвар"", ""ru"": ""Сретенский бульвар""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
170,1,"{""en"": ""Стрешнево"", ""ru"": ""Стрешнево""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
171,1,"{""en"": ""Строгино"", ""ru"": ""Строгино""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
172,1,"{""en"": ""Студенческая"", ""ru"": ""Студенческая""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
173,1,"{""en"": ""Сухаревская"", ""ru"": ""Сухаревская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
174,1,"{""en"": ""Сходненская"", ""ru"": ""Сходненская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
175,1,"{""en"": ""Таганская"", ""ru"": ""Таганская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
176,1,"{""en"": ""Тверская"", ""ru"": ""Тверская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
177,1,"{""en"": ""Театральная"", ""ru"": ""Театральная""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
178,1,"{""en"": ""Текстильщики"", ""ru"": ""Текстильщики""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
179,1,"{""en"": ""Телецентр"", ""ru"": ""Телецентр""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
180,1,"{""en"": ""Теплый Стан"", ""ru"": ""Теплый Стан""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
181,1,"{""en"": ""Технопарк"", ""ru"": ""Технопарк""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
182,1,"{""en"": ""Тимирязевская"", ""ru"": ""Тимирязевская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
183,1,"{""en"": ""Третьяковская"", ""ru"": ""Третьяковская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
184,1,"{""en"": ""Тропарево"", ""ru"": ""Тропарево""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
185,1,"{""en"": ""Трубная"", ""ru"": ""Трубная""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
186,1,"{""en"": ""Тульская"", ""ru"": ""Тульская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
187,1,"{""en"": ""Тургеневская"", ""ru"": ""Тургеневская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
188,1,"{""en"": ""Тушинская"", ""ru"": ""Тушинская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
189,1,"{""en"": ""Угрешская"", ""ru"": ""Угрешская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
190,1,"{""en"": ""Улица 1905 года"", ""ru"": ""Улица 1905 года""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
191,1,"{""en"": ""Улица Академика Королева"", ""ru"": ""Улица Академика Королева""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
192,1,"{""en"": ""Улица Академика Янгеля"", ""ru"": ""Улица Академика Янгеля""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
193,1,"{""en"": ""Улица Горчакова"", ""ru"": ""Улица Горчакова""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
194,1,"{""en"": ""Улица Милашенкова"", ""ru"": ""Улица Милашенкова""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
195,1,"{""en"": ""Улица Сергея Эйзенштейна"", ""ru"": ""Улица Сергея Эйзенштейна""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
196,1,"{""en"": ""Улица Скобелевская"", ""ru"": ""Улица Скобелевская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
197,1,"{""en"": ""Улица Старокачаловская"", ""ru"": ""Улица Старокачаловская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
198,1,"{""en"": ""Университет"", ""ru"": ""Университет""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
199,1,"{""en"": ""Филевский парк"", ""ru"": ""Филевский парк""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
200,1,"{""en"": ""Фили"", ""ru"": ""Фили""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
201,1,"{""en"": ""Фонвизинская"", ""ru"": ""Фонвизинская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
202,1,"{""en"": ""Фрунзенская"", ""ru"": ""Фрунзенская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
203,1,"{""en"": ""Ховрино"", ""ru"": ""Ховрино""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
204,1,"{""en"": ""Хорошёво"", ""ru"": ""Хорошёво""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
205,1,"{""en"": ""Хорошёвская"", ""ru"": ""Хорошёвская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
206,1,"{""en"": ""Царицыно"", ""ru"": ""Царицыно""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
207,1,"{""en"": ""Цветной бульвар"", ""ru"": ""Цветной бульвар""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
208,1,"{""en"": ""ЦСКА"", ""ru"": ""ЦСКА""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
209,1,"{""en"": ""Черкизовская"", ""ru"": ""Черкизовская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
210,1,"{""en"": ""Чертановская"", ""ru"": ""Чертановская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
211,1,"{""en"": ""Чеховская"", ""ru"": ""Чеховская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
212,1,"{""en"": ""Чистые пруды"", ""ru"": ""Чистые пруды""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
213,1,"{""en"": ""Чкаловская"", ""ru"": ""Чкаловская""}","2018-07-03 16:30:09","2018-07-03 16:30:09"
